config_id,config_name,trial_idx,length,runtime,gap_pct
14,75% Best + 25% fresh Random,16,266622.00010759983,23.40523862838745,5.934849529216724
13,50% Best + 50% fresh Random,17,265724.5029500118,24.040037393569946,5.578253950818768
14,75% Best + 25% fresh Random,17,264712.2369773449,24.25834321975708,5.17605817007023
13,50% Best + 50% fresh Random,18,265640.7966774085,24.68004035949707,5.54499558733299
14,75% Best + 25% fresh Random,18,265598.7900638298,24.098652362823486,5.528305425655056
13,50% Best + 50% fresh Random,19,266243.9923992645,24.601003646850586,5.784658660919173
14,75% Best + 25% fresh Random,19,265370.55785278644,23.501582622528076,5.437623692996674
13,50% Best + 50% fresh Random,20,265975.80807998613,24.286856412887573,5.678103067242035
14,75% Best + 25% fresh Random,20,265498.25706322625,24.03061294555664,5.488361428958011
13,50% Best + 50% fresh Random,21,266942.9295435345,24.704333782196045,6.062361930637139
14,75% Best + 25% fresh Random,21,266049.6289459628,25.472492694854736,5.707433738852785
13,50% Best + 50% fresh Random,22,265407.4370121807,23.888790607452393,5.452276603107675
14,75% Best + 25% fresh Random,22,266019.67896609707,24.89377498626709,5.69553394585296
13,50% Best + 50% fresh Random,23,267590.41380589805,24.695194482803345,6.319621826213417
14,75% Best + 25% fresh Random,23,264882.6901877339,24.070960760116577,5.243783020934156
13,50% Best + 50% fresh Random,24,266224.57226011256,24.948175191879272,5.776942607787516
14,75% Best + 25% fresh Random,24,264922.0503659022,24.04542112350464,5.25942169497462
13,50% Best + 50% fresh Random,25,266403.9954779203,24.48889994621277,5.84823144206541
14,75% Best + 25% fresh Random,25,266013.6345930615,24.155210256576538,5.693132382036925
13,50% Best + 50% fresh Random,26,265697.3525658901,23.723955869674683,5.567466499462803
14,75% Best + 25% fresh Random,26,265166.1682267281,24.475027322769165,5.356415149541571
13,50% Best + 50% fresh Random,27,264826.4842211961,25.14890480041504,5.221451140573863
14,75% Best + 25% fresh Random,27,265662.93995607435,24.093858242034912,5.553793604348112
13,50% Best + 50% fresh Random,28,266773.5812752058,25.343940496444702,5.995076097824414
14,75% Best + 25% fresh Random,28,265709.1217468772,25.477657079696655,5.572142656780832
